gender,discipline,result,score
Woman,2000 Metres Short Track,6:34.79,875
Woman,2000 Metres Steeplechase,7:21.44,875
Woman,3000 Metres Steeplechase,11:36.74,875
Woman,1500 Metres,4:44.61,874
Woman,1500 Metres Short Track,4:46.95,874
Woman,Mile,5:06.09,874
Woman,Mile Short Track,5:10.29,874
Woman,2000 Metres,6:30.59,874
Woman,2000 Metres Short Track,6:35.00,874
Woman,2000 Metres Steeplechase,7:21.72,874
Woman,3000 Metres Steeplechase,11:37.21,874
Woman,1500 Metres,4:44.75,873
Woman,1500 Metres Short Track,4:47.10,873
Woman,Mile,5:06.25,873
Woman,Mile Short Track,5:10.45,873
Woman,2000 Metres,6:30.79,873
Woman,2000 Metres Short Track,6:35.20,873
Woman,2000 Metres Steeplechase,7:22.00,873
Woman,3000 Metres Steeplechase,11:37.67,873
Woman,1500 Metres,4:44.90,872
Woman,1500 Metres Short Track,4:47.24,872
Woman,Mile,5:06.41,872
Woman,Mile Short Track,5:10.61,872
Woman,2000 Metres,6:31.00,872
Woman,2000 Metres Short Track,6:35.40,872
Woman,2000 Metres Steeplechase,7:22.28,872
Woman,3000 Metres Steeplechase,11:38.14,872
Woman,1500 Metres,4:45.04,871
Woman,1500 Metres Short Track,4:47.39,871
Woman,Mile,5:06.57,871
Woman,Mile Short Track,5:10.76,871
Woman,2000 Metres,6:31.20,871
Woman,2000 Metres Short Track,6:35.61,871
Woman,2000 Metres Steeplechase,7:22.56,871
Woman,3000 Metres Steeplechase,11:38.61,871
Woman,1500 Metres,4:45.19,870
Woman,1500 Metres Short Track,4:47.53,870
Woman,Mile,5:06.72,870
Woman,Mile Short Track,5:10.92,870
Woman,2000 Metres,6:31.41,870
Woman,2000 Metres Short Track,6:35.81,870
Woman,2000 Metres Steeplechase,7:22.84,870
Woman,3000 Metres Steeplechase,11:39.07,870
Woman,1500 Metres,4:45.34,869
Woman,1500 Metres Short Track,4:47.68,869
Woman,Mile,5:06.88,869
Woman,Mile Short Track,5:11.08,869
Woman,2000 Metres,6:31.61,869
Woman,2000 Metres Short Track,6:36.02,869
Woman,2000 Metres Steeplechase,7:23.12,869
Woman,3000 Metres Steeplechase,11:39.54,869
Woman,1500 Metres,4:45.48,868
Woman,1500 Metres Short Track,4:47.82,868
Woman,Mile,5:07.04,868
Woman,Mile Short Track,5:11.24,868
Woman,2000 Metres,6:31.82,868
Woman,2000 Metres Short Track,6:36.22,868
Woman,2000 Metres Steeplechase,7:23.40,868
Woman,3000 Metres Steeplechase,11:40.00,868
Woman,1500 Metres,4:45.63,867
Woman,1500 Metres Short Track,4:47.97,867
Woman,Mile,5:07.19,867
Woman,Mile Short Track,5:11.40,867
Woman,2000 Metres,6:32.03,867
Woman,2000 Metres Short Track,6:36.43,867
Woman,2000 Metres Steeplechase,7:23.68,867
Woman,3000 Metres Steeplechase,11:40.47,867
Woman,1500 Metres,4:45.78,866
Woman,1500 Metres Short Track,4:48.12,866
Woman,Mile,5:07.35,866
Woman,Mile Short Track,5:11.55,866
Woman,2000 Metres,6:32.23,866
Woman,2000 Metres Short Track,6:36.63,866
Woman,2000 Metres Steeplechase,7:23.96,866
Woman,3000 Metres Steeplechase,11:40.94,866
Woman,1500 Metres,4:45.92,865
Woman,1500 Metres Short Track,4:48.26,865
Woman,Mile,5:07.51,865
Woman,Mile Short Track,5:11.71,865
Woman,2000 Metres,6:32.44,865
Woman,2000 Metres Short Track,6:36.84,865
Woman,2000 Metres Steeplechase,7:24.25,865
Woman,3000 Metres Steeplechase,11:41.41,865
Woman,1500 Metres,4:46.07,864
Woman,1500 Metres Short Track,4:48.41,864
Woman,Mile,5:07.67,864
Woman,Mile Short Track,5:11.87,864
Woman,2000 Metres,6:32.65,864
Woman,2000 Metres Short Track,6:37.05,864
Woman,2000 Metres Steeplechase,7:24.53,864
Woman,3000 Metres Steeplechase,11:41.87,864
Woman,1500 Metres,4:46.22,863
Woman,1500 Metres Short Track,4:48.55,863
Woman,Mile,5:07.82,863
Woman,Mile Short Track,5:12.03,863
Woman,2000 Metres,6:32.85,863
Woman,2000 Metres Short Track,6:37.25,863
Woman,2000 Metres Steeplechase,7:24.81,863
Woman,3000 Metres Steeplechase,11:42.34,863
Woman,1500 Metres,4:46.36,862
Woman,1500 Metres Short Track,4:48.70,862
Woman,Mile,5:07.98,862
Woman,Mile Short Track,5:12.19,862
Woman,2000 Metres,6:33.06,862
Woman,2000 Metres Short Track,6:37.46,862
Woman,2000 Metres Steeplechase,7:25.09,862
Woman,3000 Metres Steeplechase,11:42.81,862
Woman,1500 Metres,4:46.51,861
Woman,1500 Metres Short Track,4:48.84,861
Woman,Mile,5:08.14,861
Woman,Mile Short Track,5:12.35,861
Woman,2000 Metres,6:33.27,861
Woman,2000 Metres Short Track,6:37.66,861
Woman,2000 Metres Steeplechase,7:25.38,861
Woman,3000 Metres Steeplechase,11:43.28,861
Woman,1500 Metres,4:46.66,860
Woman,1500 Metres Short Track,4:48.99,860
Woman,Mile,5:08.30,860
Woman,Mile Short Track,5:12.51,860
Woman,2000 Metres,6:33.48,860
Woman,2000 Metres Short Track,6:37.87,860
Woman,2000 Metres Steeplechase,7:25.66,860
Woman,3000 Metres Steeplechase,11:43.75,860
Woman,1500 Metres,4:46.81,859
Woman,1500 Metres Short Track,4:49.14,859
Woman,Mile,5:08.46,859
Woman,Mile Short Track,5:12.66,859
Woman,2000 Metres,6:33.68,859
Woman,2000 Metres Short Track,6:38.07,859
Woman,2000 Metres Steeplechase,7:25.94,859
Woman,3000 Metres Steeplechase,11:44.21,859
Woman,1500 Metres,4:46.95,858
Woman,1500 Metres Short Track,4:49.28,858
Woman,Mile,5:08.61,858
Woman,Mile Short Track,5:12.82,858
Woman,2000 Metres,6:33.89,858
Woman,2000 Metres Short Track,6:38.28,858
Woman,2000 Metres Steeplechase,7:26.22,858
Woman,3000 Metres Steeplechase,11:44.68,858
Woman,1500 Metres,4:47.10,857
Woman,1500 Metres Short Track,4:49.43,857
Woman,Mile,5:08.77,857
Woman,Mile Short Track,5:12.98,857
Woman,2000 Metres,6:34.10,857
Woman,2000 Metres Short Track,6:38.49,857
Woman,2000 Metres Steeplechase,7:26.51,857
Woman,3000 Metres Steeplechase,11:45.15,857
Woman,1500 Metres,4:47.25,856
Woman,1500 Metres Short Track,4:49.57,856
Woman,Mile,5:08.93,856
Woman,Mile Short Track,5:13.14,856
Woman,2000 Metres,6:34.31,856
Woman,2000 Metres Short Track,6:38.69,856
Woman,2000 Metres Steeplechase,7:26.79,856
Woman,3000 Metres Steeplechase,11:45.62,856
Woman,1500 Metres,4:47.40,855
Woman,1500 Metres Short Track,4:49.72,855
Woman,Mile,5:09.09,855
Woman,Mile Short Track,5:13.30,855
Woman,2000 Metres,6:34.51,855
Woman,2000 Metres Short Track,6:38.90,855
Woman,2000 Metres Steeplechase,7:27.07,855
Woman,3000 Metres Steeplechase,11:46.09,855
Woman,1500 Metres,4:47.54,854
Woman,1500 Metres Short Track,4:49.87,854
Woman,Mile,5:09.25,854
Woman,Mile Short Track,5:13.46,854
Woman,2000 Metres,6:34.72,854
Woman,2000 Metres Short Track,6:39.11,854
Woman,2000 Metres Steeplechase,7:27.36,854
Woman,3000 Metres Steeplechase,11:46.56,854
Woman,1500 Metres,4:47.69,853
Woman,1500 Metres Short Track,4:50.01,853
Woman,Mile,5:09.41,853
Woman,Mile Short Track,5:13.62,853
Woman,2000 Metres,6:34.93,853
Woman,2000 Metres Short Track,6:39.31,853
Woman,2000 Metres Steeplechase,7:27.64,853
Woman,3000 Metres Steeplechase,11:47.03,853
Woman,1500 Metres,4:47.84,852
Woman,1500 Metres Short Track,4:50.16,852
Woman,Mile,5:09.56,852
Woman,Mile Short Track,5:13.78,852
Woman,2000 Metres,6:35.14,852
Woman,2000 Metres Short Track,6:39.52,852
Woman,2000 Metres Steeplechase,7:27.93,852
Woman,3000 Metres Steeplechase,11:47.50,852
Woman,1500 Metres,4:47.99,851
Woman,1500 Metres Short Track,4:50.31,851
Woman,Mile,5:09.72,851
Woman,Mile Short Track,5:13.94,851
Woman,2000 Metres,6:35.35,851
Woman,2000 Metres Short Track,6:39.73,851
Woman,2000 Metres Steeplechase,7:28.21,851
Woman,3000 Metres Steeplechase,11:47.98,851
Woman,1500 Metres,4:48.14,850
Woman,1500 Metres Short Track,4:50.45,850
Woman,Mile,5:09.88,850
Woman,Mile Short Track,5:14.10,850
Woman,2000 Metres,6:35.55,850
Woman,2000 Metres Short Track,6:39.93,850
Woman,2000 Metres Steeplechase,7:28.49,850
Woman,3000 Metres Steeplechase,11:48.45,850
Woman,1500 Metres,4:48.28,849
Woman,1500 Metres Short Track,4:50.60,849
Woman,Mile,5:10.04,849
Woman,Mile Short Track,5:14.26,849
Woman,2000 Metres,6:35.76,849
Woman,2000 Metres Short Track,6:40.14,849
Woman,2000 Metres Steeplechase,7:28.78,849
Woman,3000 Metres Steeplechase,11:48.92,849
Woman,1500 Metres,4:48.43,848
Woman,1500 Metres Short Track,4:50.75,848
Woman,Mile,5:10.20,848
Woman,Mile Short Track,5:14.42,848
Woman,2000 Metres,6:35.97,848
Woman,2000 Metres Short Track,6:40.35,848
Woman,2000 Metres Steeplechase,7:29.06,848
Woman,3000 Metres Steeplechase,11:49.39,848
Woman,1500 Metres,4:48.58,847
Woman,1500 Metres Short Track,4:50.89,847
Woman,Mile,5:10.36,847
Woman,Mile Short Track,5:14.58,847
Woman,2000 Metres,6:36.18,847
Woman,2000 Metres Short Track,6:40.56,847
Woman,2000 Metres Steeplechase,7:29.35,847
Woman,3000 Metres Steeplechase,11:49.86,847
Woman,1500 Metres,4:48.73,846
Woman,1500 Metres Short Track,4:51.04,846
Woman,Mile,5:10.52,846
Woman,Mile Short Track,5:14.74,846
Woman,2000 Metres,6:36.39,846
Woman,2000 Metres Short Track,6:40.76,846
Woman,2000 Metres Steeplechase,7:29.63,846
Woman,3000 Metres Steeplechase,11:50.34,846
Woman,1500 Metres,4:48.88,845
Woman,1500 Metres Short Track,4:51.19,845
Woman,Mile,5:10.68,845
Woman,Mile Short Track,5:14.90,845
Woman,2000 Metres,6:36.60,845
Woman,2000 Metres Short Track,6:40.97,845
Woman,2000 Metres Steeplechase,7:29.92,845
Woman,3000 Metres Steeplechase,11:50.81,845
Woman,1500 Metres,4:49.03,844
Woman,1500 Metres Short Track,4:51.34,844
Woman,Mile,5:10.84,844
Woman,Mile Short Track,5:15.06,844
Woman,2000 Metres,6:36.81,844
Woman,2000 Metres Short Track,6:41.18,844
Woman,2000 Metres Steeplechase,7:30.20,844
Woman,3000 Metres Steeplechase,11:51.28,844
Woman,1500 Metres,4:49.18,843
Woman,1500 Metres Short Track,4:51.48,843
Woman,Mile,5:11.00,843
Woman,Mile Short Track,5:15.22,843
Woman,2000 Metres,6:37.02,843
Woman,2000 Metres Short Track,6:41.39,843
Woman,2000 Metres Steeplechase,7:30.49,843
Woman,3000 Metres Steeplechase,11:51.75,843
Woman,1500 Metres,4:49.32,842
Woman,1500 Metres Short Track,4:51.63,842
Woman,Mile,5:11.16,842
Woman,Mile Short Track,5:15.38,842
Woman,2000 Metres,6:37.23,842
Woman,2000 Metres Short Track,6:41.60,842
Woman,2000 Metres Steeplechase,7:30.77,842
Woman,3000 Metres Steeplechase,11:52.23,842
Woman,1500 Metres,4:49.47,841
Woman,1500 Metres Short Track,4:51.78,841
Woman,Mile,5:11.32,841
Woman,Mile Short Track,5:15.54,841
Woman,2000 Metres,6:37.44,841
Woman,2000 Metres Short Track,6:41.80,841
Woman,2000 Metres Steeplechase,7:31.06,841
Woman,3000 Metres Steeplechase,11:52.70,841
Woman,1500 Metres,4:49.62,840
Woman,1500 Metres Short Track,4:51.93,840
Woman,Mile,5:11.47,840
Woman,Mile Short Track,5:15.70,840
Woman,2000 Metres,6:37.65,840
Woman,2000 Metres Short Track,6:42.01,840
Woman,2000 Metres Steeplechase,7:31.35,840
Woman,3000 Metres Steeplechase,11:53.18,840
Woman,1500 Metres,4:49.77,839
Woman,1500 Metres Short Track,4:52.07,839
Woman,Mile,5:11.63,839
Woman,Mile Short Track,5:15.86,839
Woman,2000 Metres,6:37.86,839
Woman,2000 Metres Short Track,6:42.22,839
Woman,2000 Metres Steeplechase,7:31.63,839
Woman,3000 Metres Steeplechase,11:53.65,839
Woman,1500 Metres,4:49.92,838
Woman,1500 Metres Short Track,4:52.22,838
Woman,Mile,5:11.79,838
Woman,Mile Short Track,5:16.02,838
Woman,2000 Metres,6:38.07,838
Woman,2000 Metres Short Track,6:42.43,838
Woman,2000 Metres Steeplechase,7:31.92,838
Woman,3000 Metres Steeplechase,11:54.13,838
Woman,1500 Metres,4:50.07,837
Woman,1500 Metres Short Track,4:52.37,837
Woman,Mile,5:11.95,837
Woman,Mile Short Track,5:16.18,837
Woman,2000 Metres,6:38.28,837
Woman,2000 Metres Short Track,6:42.64,837
Woman,2000 Metres Steeplechase,7:32.21,837
Woman,3000 Metres Steeplechase,11:54.60,837
Woman,1500 Metres,4:50.22,836
Woman,1500 Metres Short Track,4:52.52,836
Woman,Mile,5:12.12,836
Woman,Mile Short Track,5:16.34,836
Woman,2000 Metres,6:38.49,836
Woman,2000 Metres Short Track,6:42.85,836
Woman,2000 Metres Steeplechase,7:32.49,836
Woman,3000 Metres Steeplechase,11:55.08,836
Woman,1500 Metres,4:50.37,835
Woman,1500 Metres Short Track,4:52.66,835
Woman,Mile,5:12.28,835
Woman,Mile Short Track,5:16.50,835
Woman,2000 Metres,6:38.70,835
Woman,2000 Metres Short Track,6:43.06,835
Woman,2000 Metres Steeplechase,7:32.78,835
Woman,3000 Metres Steeplechase,11:55.55,835
Woman,1500 Metres,4:50.52,834
Woman,1500 Metres Short Track,4:52.81,834
Woman,Mile,5:12.44,834
Woman,Mile Short Track,5:16.66,834
Woman,2000 Metres,6:38.91,834
Woman,2000 Metres Short Track,6:43.27,834
Woman,2000 Metres Steeplechase,7:33.07,834
Woman,3000 Metres Steeplechase,11:56.03,834
Woman,1500 Metres,4:50.67,833
Woman,1500 Metres Short Track,4:52.96,833
Woman,Mile,5:12.60,833
Woman,Mile Short Track,5:16.82,833
Woman,2000 Metres,6:39.12,833
Woman,2000 Metres Short Track,6:43.47,833
Woman,2000 Metres Steeplechase,7:33.35,833
Woman,3000 Metres Steeplechase,11:56.50,833
Woman,1500 Metres,4:50.82,832
Woman,1500 Metres Short Track,4:53.11,832
Woman,Mile,5:12.76,832
Woman,Mile Short Track,5:16.99,832
Woman,2000 Metres,6:39.33,832
Woman,2000 Metres Short Track,6:43.68,832
Woman,2000 Metres Steeplechase,7:33.64,832
Woman,3000 Metres Steeplechase,11:56.98,832
Woman,1500 Metres,4:50.97,831
Woman,1500 Metres Short Track,4:53.26,831
Woman,Mile,5:12.92,831
Woman,Mile Short Track,5:17.15,831
Woman,2000 Metres,6:39.54,831
Woman,2000 Metres Short Track,6:43.89,831
Woman,2000 Metres Steeplechase,7:33.93,831
Woman,3000 Metres Steeplechase,11:57.46,831
Woman,1500 Metres,4:51.12,830
Woman,1500 Metres Short Track,4:53.41,830
Woman,Mile,5:13.08,830
Woman,Mile Short Track,5:17.31,830
Woman,2000 Metres,6:39.75,830
Woman,2000 Metres Short Track,6:44.10,830
Woman,2000 Metres Steeplechase,7:34.22,830
Woman,3000 Metres Steeplechase,11:57.93,830
Woman,1500 Metres,4:51.27,829
Woman,1500 Metres Short Track,4:53.56,829
Woman,Mile,5:13.24,829
Woman,Mile Short Track,5:17.47,829
Woman,2000 Metres,6:39.96,829
Woman,2000 Metres Short Track,6:44.31,829
Woman,2000 Metres Steeplechase,7:34.50,829
Woman,3000 Metres Steeplechase,11:58.41,829
Woman,1500 Metres,4:51.42,828
Woman,1500 Metres Short Track,4:53.70,828
Woman,Mile,5:13.40,828
Woman,Mile Short Track,5:17.63,828
Woman,2000 Metres,6:40.17,828
Woman,2000 Metres Short Track,6:44.52,828
Woman,2000 Metres Steeplechase,7:34.79,828
Woman,3000 Metres Steeplechase,11:58.89,828
Woman,1500 Metres,4:51.57,827
Woman,1500 Metres Short Track,4:53.85,827
Woman,Mile,5:13.56,827
Woman,Mile Short Track,5:17.79,827
Woman,2000 Metres,6:40.38,827
Woman,2000 Metres Short Track,6:44.73,827
Woman,2000 Metres Steeplechase,7:35.08,827
Woman,3000 Metres Steeplechase,11:59.37,827
Woman,1500 Metres,4:51.72,826
Woman,1500 Metres Short Track,4:54.00,826
Woman,Mile,5:13.72,826
Woman,Mile Short Track,5:17.96,826
Woman,2000 Metres,6:40.59,826
Woman,2000 Metres Short Track,6:44.94,826
Woman,2000 Metres Steeplechase,7:35.37,826
Woman,3000 Metres Steeplechase,11:59.84,826
Woman,1500 Metres,4:51.87,825
Woman,1500 Metres Short Track,4:54.15,825
Woman,Mile,5:13.88,825
Woman,Mile Short Track,5:18.12,825
Woman,2000 Metres,6:40.81,825
Woman,2000 Metres Short Track,6:45.15,825
Woman,2000 Metres Steeplechase,7:35.66,825
Woman,3000 Metres Steeplechase,12:00.32,825
Woman,1500 Metres,4:52.02,824
Woman,1500 Metres Short Track,4:54.30,824
Woman,Mile,5:14.04,824
Woman,Mile Short Track,5:18.28,824
Woman,2000 Metres,6:41.02,824
Woman,2000 Metres Short Track,6:45.36,824
Woman,2000 Metres Steeplechase,7:35.95,824
Woman,3000 Metres Steeplechase,12:00.80,824
Woman,1500 Metres,4:52.17,823
Woman,1500 Metres Short Track,4:54.45,823
Woman,Mile,5:14.21,823
Woman,Mile Short Track,5:18.44,823
Woman,2000 Metres,6:41.23,823
Woman,2000 Metres Short Track,6:45.57,823
Woman,2000 Metres Steeplechase,7:36.23,823
Woman,3000 Metres Steeplechase,12:01.28,823
Woman,1500 Metres,4:52.32,822
Woman,1500 Metres Short Track,4:54.60,822
Woman,Mile,5:14.37,822
Woman,Mile Short Track,5:18.60,822
Woman,2000 Metres,6:41.44,822
Woman,2000 Metres Short Track,6:45.78,822
Woman,2000 Metres Steeplechase,7:36.52,822
Woman,3000 Metres Steeplechase,12:01.76,822
Woman,1500 Metres,4:52.47,821
Woman,1500 Metres Short Track,4:54.75,821
Woman,Mile,5:14.53,821
Woman,Mile Short Track,5:18.77,821
Woman,2000 Metres,6:41.65,821
Woman,2000 Metres Short Track,6:46.00,821
Woman,2000 Metres Steeplechase,7:36.81,821
Woman,3000 Metres Steeplechase,12:02.24,821
Woman,1500 Metres,4:52.62,820
Woman,1500 Metres Short Track,4:54.90,820
Woman,Mile,5:14.69,820
Woman,Mile Short Track,5:18.93,820
Woman,2000 Metres,6:41.87,820
Woman,2000 Metres Short Track,6:46.21,820
Woman,2000 Metres Steeplechase,7:37.10,820
Woman,3000 Metres Steeplechase,12:02.72,820
Woman,1500 Metres,4:52.77,819
Woman,1500 Metres Short Track,4:55.05,819
Woman,Mile,5:14.85,819
Woman,Mile Short Track,5:19.09,819
Woman,2000 Metres,6:42.08,819
Woman,2000 Metres Short Track,6:46.42,819
Woman,2000 Metres Steeplechase,7:37.39,819
Woman,3000 Metres Steeplechase,12:03.20,819
Woman,1500 Metres,4:52.92,818
Woman,1500 Metres Short Track,4:55.20,818
Woman,Mile,5:15.01,818
Woman,Mile Short Track,5:19.25,818
Woman,2000 Metres,6:42.29,818
Woman,2000 Metres Short Track,6:46.63,818
Woman,2000 Metres Steeplechase,7:37.68,818
Woman,3000 Metres Steeplechase,12:03.68,818
Woman,1500 Metres,4:53.07,817
Woman,1500 Metres Short Track,4:55.35,817
Woman,Mile,5:15.18,817
Woman,Mile Short Track,5:19.42,817
Woman,2000 Metres,6:42.50,817
Woman,2000 Metres Short Track,6:46.84,817
Woman,2000 Metres Steeplechase,7:37.97,817
Woman,3000 Metres Steeplechase,12:04.16,817
Woman,1500 Metres,4:53.22,816
Woman,1500 Metres Short Track,4:55.50,816
Woman,Mile,5:15.34,816
Woman,Mile Short Track,5:19.58,816
Woman,2000 Metres,6:42.72,816
Woman,2000 Metres Short Track,6:47.05,816
Woman,2000 Metres Steeplechase,7:38.26,816
Woman,3000 Metres Steeplechase,12:04.64,816
Woman,1500 Metres,4:53.38,815
Woman,1500 Metres Short Track,4:55.64,815
Woman,Mile,5:15.50,815
Woman,Mile Short Track,5:19.74,815
Woman,2000 Metres,6:42.93,815
Woman,2000 Metres Short Track,6:47.26,815
Woman,2000 Metres Steeplechase,7:38.55,815
Woman,3000 Metres Steeplechase,12:05.12,815
Woman,1500 Metres,4:53.53,814
Woman,1500 Metres Short Track,4:55.79,814
Woman,Mile,5:15.66,814
Woman,Mile Short Track,5:19.91,814
Woman,2000 Metres,6:43.14,814
Woman,2000 Metres Short Track,6:47.47,814
Woman,2000 Metres Steeplechase,7:38.84,814
Woman,3000 Metres Steeplechase,12:05.60,814
Woman,1500 Metres,4:53.68,813
Woman,1500 Metres Short Track,4:55.94,813
Woman,Mile,5:15.83,813
Woman,Mile Short Track,5:20.07,813
Woman,2000 Metres,6:43.35,813
Woman,2000 Metres Short Track,6:47.69,813
Woman,2000 Metres Steeplechase,7:39.13,813
Woman,3000 Metres Steeplechase,12:06.09,813
Woman,1500 Metres,4:53.83,812
Woman,1500 Metres Short Track,4:56.10,812
Woman,Mile,5:15.99,812
Woman,Mile Short Track,5:20.23,812
Woman,2000 Metres,6:43.57,812
Woman,2000 Metres Short Track,6:47.90,812
Woman,2000 Metres Steeplechase,7:39.43,812
Woman,3000 Metres Steeplechase,12:06.57,812
Woman,1500 Metres,4:53.98,811
Woman,1500 Metres Short Track,4:56.25,811
Woman,Mile,5:16.15,811
Woman,Mile Short Track,5:20.40,811
Woman,2000 Metres,6:43.78,811
Woman,2000 Metres Short Track,6:48.11,811
Woman,2000 Metres Steeplechase,7:39.72,811
Woman,3000 Metres Steeplechase,12:07.05,811
Woman,1500 Metres,4:54.13,810
Woman,1500 Metres Short Track,4:56.40,810
Woman,Mile,5:16.31,810
Woman,Mile Short Track,5:20.56,810
Woman,2000 Metres,6:43.99,810
Woman,2000 Metres Short Track,6:48.32,810
Woman,2000 Metres Steeplechase,7:40.01,810
Woman,3000 Metres Steeplechase,12:07.53,810
Woman,1500 Metres,4:54.29,809
Woman,1500 Metres Short Track,4:56.55,809
Woman,Mile,5:16.48,809
Woman,Mile Short Track,5:20.72,809
Woman,2000 Metres,6:44.21,809
Woman,2000 Metres Short Track,6:48.54,809
Woman,2000 Metres Steeplechase,7:40.30,809
Woman,3000 Metres Steeplechase,12:08.02,809
Woman,1500 Metres,4:54.44,808
Woman,1500 Metres Short Track,4:56.70,808
Woman,Mile,5:16.64,808
Woman,Mile Short Track,5:20.89,808
Woman,2000 Metres,6:44.42,808
Woman,2000 Metres Short Track,6:48.75,808
Woman,2000 Metres Steeplechase,7:40.59,808
Woman,3000 Metres Steeplechase,12:08.50,808
Woman,1500 Metres,4:54.59,807
Woman,1500 Metres Short Track,4:56.85,807
Woman,Mile,5:16.80,807
Woman,Mile Short Track,5:21.05,807
Woman,2000 Metres,6:44.64,807
Woman,2000 Metres Short Track,6:48.96,807
Woman,2000 Metres Steeplechase,7:40.88,807
Woman,3000 Metres Steeplechase,12:08.98,807
Woman,1500 Metres,4:54.74,806
Woman,1500 Metres Short Track,4:57.00,806
Woman,Mile,5:16.97,806
Woman,Mile Short Track,5:21.21,806
Woman,2000 Metres,6:44.85,806
Woman,2000 Metres Short Track,6:49.17,806
Woman,2000 Metres Steeplechase,7:41.17,806
Woman,3000 Metres Steeplechase,12:09.47,806
Woman,1500 Metres,4:54.89,805
Woman,1500 Metres Short Track,4:57.15,805
Woman,Mile,5:17.13,805
Woman,Mile Short Track,5:21.38,805
Woman,2000 Metres,6:45.06,805
Woman,2000 Metres Short Track,6:49.39,805
Woman,2000 Metres Steeplechase,7:41.47,805
Woman,3000 Metres Steeplechase,12:09.95,805
Woman,1500 Metres,4:55.05,804
Woman,1500 Metres Short Track,4:57.30,804
Woman,Mile,5:17.29,804
Woman,Mile Short Track,5:21.54,804
Woman,2000 Metres,6:45.28,804
Woman,2000 Metres Short Track,6:49.60,804
Woman,2000 Metres Steeplechase,7:41.76,804
Woman,3000 Metres Steeplechase,12:10.44,804
Woman,1500 Metres,4:55.20,803
Woman,1500 Metres Short Track,4:57.45,803
Woman,Mile,5:17.46,803
Woman,Mile Short Track,5:21.71,803
Woman,2000 Metres,6:45.49,803
Woman,2000 Metres Short Track,6:49.81,803
Woman,2000 Metres Steeplechase,7:42.05,803
Woman,3000 Metres Steeplechase,12:10.92,803
Woman,1500 Metres,4:55.35,802
Woman,1500 Metres Short Track,4:57.60,802
Woman,Mile,5:17.62,802
Woman,Mile Short Track,5:21.87,802
Woman,2000 Metres,6:45.71,802
Woman,2000 Metres Short Track,6:50.03,802
Woman,2000 Metres Steeplechase,7:42.34,802
Woman,3000 Metres Steeplechase,12:11.41,802
Woman,1500 Metres,4:55.50,801
Woman,1500 Metres Short Track,4:57.75,801
Woman,Mile,5:17.78,801
Woman,Mile Short Track,5:22.04,801
Woman,2000 Metres,6:45.92,801
Woman,2000 Metres Short Track,6:50.24,801
Woman,2000 Metres Steeplechase,7:42.64,801
Woman,3000 Metres Steeplechase,12:11.89,801
Woman,1500 Metres,4:55.66,800
Woman,1500 Metres Short Track,4:57.90,800
Woman,Mile,5:17.95,800
Woman,Mile Short Track,5:22.20,800
Woman,2000 Metres,6:46.14,800
Woman,2000 Metres Short Track,6:50.45,800
Woman,2000 Metres Steeplechase,7:42.93,800
Woman,3000 Metres Steeplechase,12:12.38,800
Woman,1500 Metres,4:55.81,799
Woman,1500 Metres Short Track,4:58.06,799
Woman,Mile,5:18.11,799
Woman,Mile Short Track,5:22.36,799
Woman,2000 Metres,6:46.35,799
Woman,2000 Metres Short Track,6:50.67,799
Woman,2000 Metres Steeplechase,7:43.22,799
Woman,3000 Metres Steeplechase,12:12.87,799
Woman,1500 Metres,4:55.96,798
Woman,1500 Metres Short Track,4:58.21,798
Woman,Mile,5:18.27,798
Woman,Mile Short Track,5:22.53,798
Woman,2000 Metres,6:46.57,798
Woman,2000 Metres Short Track,6:50.88,798
Woman,2000 Metres Steeplechase,7:43.52,798
Woman,3000 Metres Steeplechase,12:13.35,798
Woman,1500 Metres,4:56.11,797
Woman,1500 Metres Short Track,4:58.36,797
Woman,Mile,5:18.44,797
Woman,Mile Short Track,5:22.69,797
Woman,2000 Metres,6:46.78,797
Woman,2000 Metres Short Track,6:51.09,797
Woman,2000 Metres Steeplechase,7:43.81,797
Woman,3000 Metres Steeplechase,12:13.84,797
Woman,1500 Metres,4:56.27,796
Woman,1500 Metres Short Track,4:58.51,796
Woman,Mile,5:18.60,796
Woman,Mile Short Track,5:22.86,796
Woman,2000 Metres,6:47.00,796
Woman,2000 Metres Short Track,6:51.31,796
Woman,2000 Metres Steeplechase,7:44.10,796
Woman,3000 Metres Steeplechase,12:14.33,796
Woman,1500 Metres,4:56.42,795
Woman,1500 Metres Short Track,4:58.66,795
Woman,Mile,5:18.77,795
Woman,Mile Short Track,5:23.02,795
Woman,2000 Metres,6:47.21,795
Woman,2000 Metres Short Track,6:51.52,795
Woman,2000 Metres Steeplechase,7:44.40,795
Woman,3000 Metres Steeplechase,12:14.81,795
Woman,1500 Metres,4:56.57,794
Woman,1500 Metres Short Track,4:58.81,794
Woman,Mile,5:18.93,794
Woman,Mile Short Track,5:23.19,794
Woman,2000 Metres,6:47.43,794
Woman,2000 Metres Short Track,6:51.74,794
Woman,2000 Metres Steeplechase,7:44.69,794
Woman,3000 Metres Steeplechase,12:15.30,794
Woman,1500 Metres,4:56.73,793
Woman,1500 Metres Short Track,4:58.97,793
Woman,Mile,5:19.10,793
Woman,Mile Short Track,5:23.35,793
Woman,2000 Metres,6:47.64,793
Woman,2000 Metres Short Track,6:51.95,793
Woman,2000 Metres Steeplechase,7:44.99,793
